纫,紉
玖,玖
玛,瑪
韧,韌
抠,摳
扼,扼
汞,汞
扳,扳
抡,掄
坎,坎
坞,塢
抑,抑
拟,擬
抒,抒
芙,芙
芜,蕪
苇,葦
芥,芥
芯,芯
芭,芭
杖,杖
杉,杉
巫,巫
杈,杈
甫,甫
匣,匣
轩,軒
卤,鹵
肖,肖
吱,吱
吠,吠
呕,嘔
呐,吶
吟,吟
呛,嗆
吻,吻
吭,吭
邑,邑
囤,囤
吮,吮
岖,嶇
牡,牡
佑,佑
佃,佃
伺,伺
囱,囪
肛,肛
肘,肘
甸,甸
狈,狽
鸠,鳩
彤,彤
灸,灸
刨,刨
庇,庇
吝,吝
庐,廬
闰,閏
兑,兌
灼,灼
沐,沐
沛,沛
汰,汰
沥,瀝
沦,淪
汹,洶
沧,滄
沪,滬
忱,忱
诅,詛
诈,詐
罕,罕
屁,屁
坠,墜
妓,妓
姊,姊
妒,妒
纬,緯
玫,玫
卦,卦
坷,坷
坯,坯
拓,拓
坪,坪
坤,坤
拄,拄
拧,擰
拂,拂
拙,拙
拇,拇
拗,拗
茉,茉
昔,昔
苛,苛
苫,苫
苟,茍
苞,苞
茁,茁
苔,苔
枉,枉
枢,樞
枚,枚
枫,楓
杭,杭
郁,郁
矾,礬
奈,奈
奄,奄
殴,毆
歧,歧
卓,卓
昙,曇
哎,哎
咕,咕
呵,呵
咙,嚨
呻,呻
咒,咒
咆,咆
咖,咖
帕,帕
账,賬
贬,貶
贮,貯
氛,氛
秉,秉
岳,嶽
侠,俠
侥,僥
侣,侶
侈,侈
卑,卑
刽,劊
刹,剎
肴,肴
觅,覓
忿,忿
瓮,甕
肮,骯
肪,肪
狞,獰
庞,龐
疟,瘧
疙,疙
疚,疚
卒,卒
氓,氓
炬,炬
沽,沽
沮,沮
泣,泣
泞,濘
泌,泌
沼,沼
怔,怔
怯,怯
宠,寵
宛,宛
衩,衩
祈,祈
诡,詭
帚,帚
屉,屜
弧,弧
弥,彌
陋,陋
陌,陌
函,函
姆,姆
虱,虱
叁,叁
绅,紳
驹,駒
绊,絆
绎,繹
契,契
贰,貳
玷,玷
玲,玲
珊,珊
拭,拭
拷,拷
拱,拱
挟,挾
垢,垢
垛,垛
拯,拯
荆,荊
茸,茸
茬,茬
荚,莢
茵,茵
茴,茴
荞,蕎
荠,薺
荤,葷
荧,熒
荔,荔
栈,棧
柑,柑
栅,柵
柠,檸
枷,枷
勃,勃
柬,柬
砂,砂
泵,泵
砚,硯
鸥,鷗
轴,軸
韭,韭
虐,虐
昧,昧
盹,盹
咧,咧
昵,昵
昭,昭
盅,盅
勋,勛
哆,哆
咪,咪
哟,喲
幽,幽
钙,鈣
钝,鈍
钠,鈉
钦,欽
钧,鈞
钮,鈕
毡,氈
氢,氫
秕,秕
俏,俏
俄,俄
俐,俐
侯,侯
徊,徊
衍,衍
胚,胚
胧,朧
胎,胎
狰,猙
饵,餌
峦,巒
奕,奕
咨,咨
飒,颯
闺,閨
闽,閩
籽,籽
娄,婁
烁,爍
炫,炫
洼,窪
柒,柒
涎,涎
洛,洛
恃,恃
恍,恍
恬,恬
恤,恤
宦,宦
诫,誡
诬,誣
祠,祠
诲,誨
屏,屏
屎,屎
逊,遜
陨,隕
姚,姚
娜,娜
蚤,蚤
骇,駭
耘,耘
耙,耙
秦,秦
匿,匿
埂,埂
捂,捂
捍,捍
袁,袁
捌,捌
挫,挫
挚,摯
捣,搗
捅,捅
埃,埃
耿,耿
聂,聶
荸,荸
莽,莽
莱,萊
莉,莉
莹,瑩
莺,鶯
梆,梆
栖,棲
桦,樺
栓,栓
桅,桅
桩,樁
贾,賈
酌,酌
砸,砸
砰,砰
砾,礫
殉,殉
逞,逞
哮,哮
唠,嘮
哺,哺
剔,剔
蚌,蚌
蚜,蚜
畔,畔
蚣,蚣
蚪,蚪
蚓,蚓
哩,哩
圃,圃
鸯,鴦
唁,唁
哼,哼
唆,唆
峭,峭
唧,唧
峻,峻
赂,賂
赃,贓
钾,鉀
铆,鉚
氨,氨
秫,秫
笆,笆
俺,俺
赁,賃
倔,倔
殷,殷
耸,聳
舀,舀
豺,豺
豹,豹
颁,頒
胯,胯
胰,胰
脐,臍
脓,膿
逛,逛
卿,卿
鸵,鴕
鸳,鴛
馁,餒
凌,淩
凄,淒
衷,衷
郭,郭
斋,齋
疹,疹
紊,紊
瓷,瓷
羔,羔
烙,烙
浦,浦
涡,渦
涣,渙
涤,滌
涧,澗
涕,涕
涩,澀
悍,悍
悯,憫
窍,竅
诺,諾
诽,誹
袒,袒
谆,諄
祟,祟
恕,恕
娩,娩
骏,駿
琐,瑣
麸,麩
琉,琉
琅,瑯
措,措
捺,捺
捶,捶
赦,赦
埠,埠
捻,撚
掐,掐
掂,掂
掖,掖
掷,擲
掸,撣
掺,摻
勘,勘
聊,聊
娶,娶
菱,菱
菲,菲
萎,萎
菩,菩
萤,螢
乾,乾
萧,蕭
萨,薩
菇,菇
彬,彬
梗,梗
梧,梧
梭,梭
曹,曹
酝,醞
酗,酗
厢,廂
硅,矽
硕,碩
奢,奢
盔,盔
匾,匾
颅,顱
彪,彪
眶,眶
晤,晤
曼,曼
晦,晦
冕,冕
啡,啡
畦,畦
趾,趾
啃,啃
蛆,蛆
蚯,蚯
蛉,蛉
蛀,蛀
唬,唬
啰,啰
唾,唾
啤,啤
啥,啥
啸,嘯
崎,崎
逻,邏
崔,崔
崩,崩
婴,嬰
赊,賒
铐,銬
铛,鐺
铝,鋁
铡,鍘
铣,銑
铭,銘
矫,矯
秸,稭
秽,穢
笙,笙
笤,笤
偎,偎
傀,傀
躯,軀
兜,兜
衅,釁
徘,徘
徙,徙
舶,舶
舷,舷
舵,舵
敛,斂
翎,翎
脯,脯
逸,逸
凰,凰
猖,猖
祭,祭
烹,烹
庶,庶
庵,庵
痊,痊
阎,閻
阐,闡
眷,眷
焊,焊
焕,煥
鸿,鴻
涯,涯
淑,淑
淌,淌
淮,淮
淆,淆
渊,淵
淫,淫
淳,淳
淤,淤
淀,澱
涮,涮
涵,涵
惦,惦
悴,悴
惋,惋
寂,寂
窒,窒
谍,諜
谐,諧
裆,襠
袱,袱
祷,禱
谒,謁
谓,謂
谚,諺
尉,尉
堕,墮
隅,隅
婉,婉
颇,頗
绰,綽
绷,繃
综,綜
绽,綻
缀,綴
巢,巢
琳,琳
琢,琢
琼,瓊
揍,揍
堰,堰
揩,揩
揽,攬
揖,揖
彭,彭
揣,揣
搀,攙
搓,搓
壹,壹
搔,搔
葫,葫
募,募
蒋,蔣
蒂,蒂
韩,韓
棱,棱
椰,椰
焚,焚
椎,椎
棺,棺
榔,榔
椭,橢
粟,粟
棘,棘
酣,酣
酥,酥
硝,硝
硫,硫
颊,頰
雳,靂
翘,翹
凿,鑿
棠,棠
晰,晰
鼎,鼎
喳,喳
遏,遏
晾,晾
畴,疇
跋,跋
跛,跛
蛔,蛔
蜒,蜒
蛤,蛤
鹃,鵑
喻,喻
啼,啼
喧,喧
嵌,嵌
赋,賦
赎,贖
赐,賜
锉,銼
锌,鋅
甥,甥
掰,掰
氮,氮
氯,氯
黍,黍
筏,筏
牍,牘
粤,粵
逾,逾
腌,腌
腋,腋
腕,腕
猩,猩
猬,猬
惫,憊
敦,敦
痘,痘
痢,痢
痪,瘓
竣,竣
翔,翔
奠,奠
遂,遂
焙,焙
滞,滯
湘,湘
渤,渤
渺,渺
溃,潰
溅,濺
湃,湃
愕,愕
惶,惶
寓,寓
窖,窖
窘,窘
雇,雇
谤,謗
犀,犀
隘,隘
媒,媒
媚,媚
婿,婿
缅,緬
缆,纜
缔,締
缕,縷
骚,騷
瑟,瑟
鹉,鵡
瑰,瑰
搪,搪
聘,聘
斟,斟
靴,靴
靶,靶
蓖,蓖
蒿,蒿
蒲,蒲
蓉,蓉
楔,楔
椿,椿
楷,楷
榄,欖
楞,楞
楣,楣
酪,酪
碘,碘
硼,硼
碉,碉
辐,輻
辑,輯
频,頻
睹,睹
睦,睦
瞄,瞄
嗜,嗜
嗦,嗦
暇,暇
畸,畸
跷,蹺
跺,跺
蜈,蜈
蜗,蝸
蜕,蛻
蛹,蛹
嗅,嗅
嗡,嗡
嗤,嗤
署,署
蜀,蜀
幌,幌
锚,錨
锥,錐
锨,鍁
锭,錠
锰,錳
稚,稚
颓,頹
筷,筷
魁,魁
衙,衙
腻,膩
腮,腮
腺,腺
鹏,鵬
肄,肄
猿,猿
颖,穎
煞,煞
雏,雛
馍,饃
馏,餾
禀,稟
痹,痹
廓,廓
痴,癡
靖,靖
誊,謄
漓,漓
溢,溢
溯,溯
溶,溶
滓,滓
溺,溺
寞,寞
窥,窺
窟,窟
寝,寢
褂,褂
裸,裸
谬,謬
媳,媳
嫉,嫉
缚,縛
缤,繽
剿,剿
赘,贅
熬,熬
赫,赫
蔫,蔫
摹,摹
蔓,蔓
蔗,蔗
蔼,藹
熙,熙
蔚,蔚
兢,兢
榛,榛
榕,榕
酵,酵
碟,碟
碴,碴
碱,堿
碳,碳
辕,轅
辖,轄
雌,雌
墅,墅
嘁,嘁
踊,踴
蝉,蟬
嘀,嘀
幔,幔
镀,鍍
舔,舔
熏,熏
箍,箍
箕,箕
箫,簫
舆,輿
僧,僧
孵,孵
瘩,瘩
瘟,瘟
彰,彰
粹,粹
漱,漱
漩,漩
漾,漾
慷,慷
寡,寡
寥,寥
谭,譚
褐,褐
褪,褪
隧,隧
嫡,嫡
缨,纓
撵,攆
撩,撩
撮,撮
撬,撬
擒,擒
墩,墩
撰,撰
鞍,鞍
蕊,蕊
蕴,蘊
樊,樊
樟,樟
橄,橄
敷,敷
豌,豌
醇,醇
磕,磕
磅,磅
碾,碾
憋,憋
嘶,嘶
嘲,嘲
嘹,嘹
蝠,蝠
蝎,蠍
蝌,蝌
蝗,蝗
蝙,蝙
嘿,嘿
幢,幢
镊,鑷
镐,鎬
稽,稽
篓,簍
膘,膘
鲤,鯉
鲫,鯽
褒,褒
瘪,癟
瘤,瘤
瘫,癱
凛,凜
澎,澎
潭,潭
潦,潦
澳,澳
潘,潘
澈,澈
澜,瀾
澄,澄
憔,憔
懊,懊
憎,憎
翩,翩
褥,褥
谴,譴
鹤,鶴
憨,憨
履,履
嬉,嬉
豫,豫
缭,繚
撼,撼
擂,擂
擅,擅
蕾,蕾
薛,薛
薇,薇
擎,擎
翰,翰
噩,噩
橱,櫥
橙,橙
瓢,瓢
蟥,蟥
霍,霍
霎,霎
辙,轍
冀,冀
踱,踱
蹂,蹂
蟆,蟆
螃,螃
螟,螟
噪,噪
鹦,鸚
黔,黔
穆,穆
篡,篡
篷,篷
篙,篙
篱,籬
儒,儒
膳,膳
鲸,鯨
瘾,癮
瘸,瘸
糙,糙
燎,燎
濒,瀕
憾,憾
懈,懈
窿,窿
缰,韁
壕,壕
藐,藐
檬,檬
檐,檐
檩,檁
檀,檀
礁,礁
磷,磷
瞭,瞭
瞬,瞬
瞳,瞳
瞪,瞪
曙,曙
蹋,蹋
蟋,蟋
蟀,蟀
嚎,嚎
赡,贍
镣,鐐
魏,魏
簇,簇
儡,儡
徽,徽
爵,爵
朦,朦
臊,臊
鳄,鱷
糜,糜
癌,癌
懦,懦
豁,豁
臀,臀
藕,藕
藤,藤
瞻,瞻
嚣,囂
鳍,鰭
癞,癩
瀑,瀑
襟,襟
璧,璧
戳,戳
攒,攢
孽,孽
蘑,蘑
藻,藻
鳖,鱉
蹭,蹭
蹬,蹬
簸,簸
簿,簿
蟹,蟹
靡,靡
癣,癬
羹,羹
鬓,鬢
攘,攘
蠕,蠕
巍,巍
鳞,鱗
糯,糯
譬,譬
霹,霹
躏,躪
髓,髓
蘸,蘸
镶,鑲
瓤,瓤
矗,矗
